Weapon Hash,Weapon Name,Weapon Name With Season,Weapon Type,Weapon Slot,Weapon Tier,Weapon Element,Weapon Current Version,Weapon Power Cap,Is Sunset,Weapon Season,Weapon Archetype,Weapon Slot 1 Type,Weapon Slot 2 Type,Weapon Slot 3 Type,Weapon Slot 4 Type,Accuracy,Aim Assistance,Airborne Effectiveness,Ammo Capacity,Blast Radius,Charge Rate,Charge Time,Draw Time,Guard Efficiency,Guard Endurance,Guard Resistance,Handling,Impact,Inventory Size,Magazine,Weapon Range,Recoil Direction,Reload Speed,Rounds Per Minute,Shield Duration,Stability,Swing Speed,Velocity,Zoom,Slot 1 Perk 0,Slot 1 Perk 1,Slot 1 Perk 2,Slot 1 Perk 3,Slot 1 Perk 4,Slot 1 Perk 5,Slot 1 Perk 6,Slot 1 Perk 7,Slot 1 Perk 8,Slot 1 Perk 9,Slot 1 Perk 10,Slot 1 Perk 11,Slot 1 Perk 12,Slot 2 Perk 0,Slot 2 Perk 1,Slot 2 Perk 2,Slot 2 Perk 3,Slot 2 Perk 4,Slot 2 Perk 5,Slot 2 Perk 6,Slot 2 Perk 7,Slot 2 Perk 8,Slot 2 Perk 9,Slot 2 Perk 10,Slot 2 Perk 11,Slot 2 Perk 12,Slot 3 Perk 0,Slot 3 Perk 1,Slot 3 Perk 2,Slot 3 Perk 3,Slot 3 Perk 4,Slot 3 Perk 5,Slot 3 Perk 6,Slot 3 Perk 7,Slot 3 Perk 8,Slot 3 Perk 9,Slot 3 Perk 10,Slot 3 Perk 11,Slot 3 Perk 12,Slot 4 Perk 0,Slot 4 Perk 1,Slot 4 Perk 2,Slot 4 Perk 3,Slot 4 Perk 4,Slot 4 Perk 5,Slot 4 Perk 6,Slot 4 Perk 7,Slot 4 Perk 8,Slot 4 Perk 9,Slot 4 Perk 10,Slot 4 Perk 11,Slot 4 Perk 12
3849444474,Tripwire Canary,Tripwire Canary (S19),Combat Bow,Energy,Legendary,Arc,0,999999,No,19,Lightweight Frame,Bowstrings,Arrows,Frames,Frames,28.0,72.0,15.0,,,,80.0,580.0,,,,68.0,68.0,63.0,,,55.0,60.0,,,54.0,,,18.0,Agile Bowstring,Tactile String,Elastic String,Flexible String,High Tension String,Natural String,Polymer String,,,,,,,Carbon Arrow Shaft,Compact Arrow Shaft,Fiberglass Arrow Shaft,Helical Fletching,Natural Fletching,Straight Fletching,,,,,,,,Sneak Bow,Shot Swap,Rapid Hit,Perfect Float,Slickdraw,Archer's Tempo,Dragonfly,,,,,,,Opening Shot,Explosive Head,Under-Over,Frenzy,Harmony,Successful Warm-Up,Swashbuckler,,,,,,
3849810018,Pardon Our Dust,Pardon Our Dust (S15),Grenade Launcher,Kinetic,Legendary,Kinetic,0,999999,No,15,Lightweight Frame,Tubes,Magazines,Frames,Frames,,75.0,2.0,,100.0,,,,,,,68.0,,67.0,1.0,,77.0,69.0,90.0,,28.0,,73.0,13.0,Volatile Launch,Confined Launch,Countermass,Hard Launch,Linear Compensator,Quick Launch,Smart Drift Control,,,,,,,Disorienting Grenades,Proximity Grenades,Spike Grenades,High-Velocity Rounds,Implosion Rounds,,,,,,,,,Killing Wind,Ambitious Assassin,Auto-Loading Holster,Perpetual Motion,Steady Hands,Stats for All,,,,,,,,Adrenaline Junkie,Rampage,Demolitionist,Vorpal Weapon,Pugilist,Turnabout,,,,,,,
3850168899,Martyr's Retribution,Martyr's Retribution (S09),Grenade Launcher,Energy,Legendary,Solar,0,1260,Yes,9,Wave Frame,Tubes,Magazines,Frames,Frames,,72.0,2.0,,100.0,,,,,,,65.0,,57.0,1.0,,75.0,63.0,72.0,,24.0,,73.0,13.0,Volatile Launch,Confined Launch,Countermass,Hard Launch,Linear Compensator,Quick Launch,Smart Drift Control,,,,,,,High-Velocity Rounds,Implosion Rounds,,,,,,,,,,,,Auto-Loading Holster,Field Prep,Threat Detector,Genesis,Underdog,,,,,,,,,Elemental Capacitor,Moving Target,Rangefinder,Demolitionist,Lead from Gold,,,,,,,,
3854037061,A Swift Verdict,A Swift Verdict (S01),Sidearm,Energy,Legendary,Void,0,1060,Yes,1,Precision Frame,Scopes,Frames,Frames,,,85.0,12.0,,,,,,,,,37.0,51.0,32.0,12.0,52.0,95.0,25.0,260.0,,40.0,,,12.0,Tactic SAS,Target SAS,Shortspec SAS,,,,,,,,,,,Slideshot,Threat Detector,,,,,,,,,,,,Zen Moment,,,,,,,,,,,,,,,,,,,,,,,,,
3854359821,The Number,The Number (S01),Auto Rifle,Energy,Legendary,Arc,0,1060,Yes,1,Precision Frame,Scopes,Magazines,Frames,,,44.0,10.0,,,,,,,,,36.0,29.0,60.0,33.0,50.0,70.0,36.0,450.0,,40.0,,,16.0,Candle PS,Flash HS5,,,,,,,,,,,,Extended Mag,Ricochet Rounds,,,,,,,,,,,,High-Impact Reserves,,,,,,,,,,,,,,,,,,,,,,,,,
3856705927,Hawkmoon,Hawkmoon (S12),Hand Cannon,Kinetic,Exotic,Kinetic,0,999999,No,12,Paracausal Shot,Barrels,Magazines,Frames,Grips,,93.0,26.0,,,,,,,,,71.0,84.0,52.0,8.0,52.0,96.0,59.0,140.0,,63.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Alloy Magazine,,,,,,,,,,,,,Opening Shot,Rangefinder,Moving Target,Killing Wind,Snapshot Sights,Eye of the Storm,Hip-Fire Grip,Quickdraw,Surplus,,,,,Combat Grip,Heavy Grip,Polymer Grip,Smooth Grip,Textured Grip,,,,,,,,
3860697508,Minuet-42,Minuet-42 (S01),Hand Cannon,Energy,Legendary,Solar,0,1060,Yes,1,Adaptive Frame,Scopes,Magazines,Frames,,,65.0,10.0,,,,,,,,,36.0,84.0,60.0,10.0,42.0,90.0,44.0,140.0,,45.0,,,14.0,SteadyHand HCS,TrueSight HCS,Crossfire HCS,,,,,,,,,,,Drop Mag,Flared Magwell,,,,,,,,,,,,Opening Shot,,,,,,,,,,,,,,,,,,,,,,,,,
3860697509,Pribina-D,Pribina-D (S01),Hand Cannon,Kinetic,Legendary,Kinetic,0,1060,Yes,1,Aggressive Frame,Scopes,Magazines,Frames,,,63.0,10.0,,,,,,,,,17.0,92.0,50.0,7.0,55.0,80.0,28.0,120.0,,11.0,,,14.0,TrueSight HCS,HitMark HCS,,,,,,,,,,,,Steady Rounds,Accurized Rounds,,,,,,,,,,,,Hip-Fire Grip,,,,,,,,,,,,,,,,,,,,,,,,,
3860697510,Imset HC4,Imset HC4 (S01),Hand Cannon,Energy,Legendary,Arc,0,1060,Yes,1,Adaptive Frame,Scopes,Magazines,Frames,,,76.0,10.0,,,,,,,,,68.0,84.0,60.0,13.0,30.0,80.0,60.0,140.0,,40.0,,,14.0,TrueSight HCS,Sureshot HCS,,,,,,,,,,,,Flared Magwell,High-Caliber Rounds,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,
3861448240,Emperor's Courtesy,Emperor's Courtesy (S07),Shotgun,Energy,Legendary,Arc,0,1060,Yes,7,Lightweight Frame,Barrels,Magazines,Frames,Frames,,50.0,2.0,,,,,,,,,70.0,65.0,20.0,6.0,48.0,60.0,60.0,80.0,,42.0,,,12.0,Rifled Barrel,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,,,,,,,,Assault Mag,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Accurized Rounds,Light Mag,,,,,,,Grave Robber,Quickdraw,Snapshot Sights,Pulse Monitor,Threat Detector,Field Prep,,,,,,,,Swashbuckler,Surrounded,Rampage,Slideshot,Underdog,Opening Shot,,,,,,,
3863882743,Uriel's Gift,Uriel's Gift (S09),Auto Rifle,Energy,Legendary,Arc,0,1260,Yes,9,Precision Frame,Scopes,Magazines,Frames,Frames,,44.0,10.0,,,,,,,,,40.0,29.0,52.0,33.0,57.0,71.0,40.0,450.0,,39.0,,,16.0,Signal MS5,Impulse MS3,Transmission MS7,Candle PS,Spark PS,Jolt PS,Flash HS5,Torch HS3,,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Firmly Planted,Dynamic Sway Reduction,Field Prep,Quickdraw,Grave Robber,Triple Tap,,,,,,,,Tap the Trigger,Moving Target,Under Pressure,Kill Clip,Shield Disorient,Disruption Break,,,,,,,
3865728990,Father's Sins,Father's Sins (S16),Sniper Rifle,Energy,Legendary,Void,0,999999,No,16,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,73.0,1.0,,,,,,,,,66.0,55.0,48.0,5.0,31.0,53.0,55.0,140.0,,31.0,,,35.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Shoot to Loot,Lead from Gold,Field Prep,Under Pressure,No Distractions,Triple Tap,,,,,,,,Eye of the Storm,Opening Shot,Turnabout,Rampage,Focused Fury,Snapshot Sights,,,,,,,
3866356643,IKELOS_HC_v1.0.1,IKELOS_HC_v1.0.1 (S03),Hand Cannon,Energy,Legendary,Void,0,1060,Yes,3,Precision Frame,Barrels,Magazines,Frames,,,75.0,10.0,,,,,,,,,33.0,78.0,53.0,12.0,32.0,91.0,33.0,180.0,,55.0,,,14.0,Corkscrew Rifling,Smallbore,Fluted Barrel,,,,,,,,,,,Seraph Rounds,,,,,,,,,,,,,Rampage,Threat Detector,,,,,,,,,,,,,,,,,,,,,,,,
3870811754,Night Terror,Night Terror (S08),Sword,Power,Legendary,Arc,1,999999,No,8,Adaptive Frame,Blades,Guards,Frames,Frames,,,,60.0,,20.0,20.0,,0.0,,0.0,,60.0,0.0,48.0,40.0,,,,,0.0,40.0,,0.0,Hungry Edge,Enduring Blade,Honed Edge,Jagged Edge,Tempered Edge,,,,,,,,,Balanced Guard,Burst Guard,Enduring Guard,Heavy Guard,Swordmaster's Guard,,,,,,,,,Relentless Strikes,Tireless Blade,Counterattack,Energy Transfer,Flash Counter,,,,,,,,,Whirlwind Blade,One for All,Vorpal Weapon,Thresh,Surrounded,Unrelenting,,,,,,,
3871226707,Mechabre,Mechabre (S22),Sniper Rifle,Energy,Legendary,Arc,0,999999,No,22,Aggressive Frame,Barrels,Magazines,Frames,Frames,,41.0,5.0,,,,,,,,,26.0,90.0,45.0,3.0,74.0,77.0,30.0,72.0,,28.0,,,45.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Keep Away,Auto-Loading Holster,Triple Tap,Clown Cartridge,Snapshot Sights,Eddy Current,Demolitionist,,,,,,,High-Impact Reserves,Adrenaline Junkie,Vorpal Weapon,Voltshot,Opening Shot,High Ground,Discord,,,,,,
3885259140,Transfiguration,Transfiguration (S21),Scout Rifle,Kinetic,Legendary,Kinetic,0,999999,No,21,High-Impact Frame,Barrels,Magazines,Frames,Frames,,29.0,10.0,,,,,,,,,29.0,67.0,55.0,14.0,74.0,78.0,25.0,150.0,,22.0,,,21.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Demolitionist,Rapid Hit,Discord,Keep Away,Perfect Float,Rampage,Rewind Rounds,,,,,,,Moving Target,Opening Shot,Harmony,Kinetic Tremors,Explosive Payload,Kill Clip,Adrenaline Junkie,,,,,,
3886263130,I Am Alive,I Am Alive (S02),Grenade Launcher,Power,Legendary,Void,0,1060,Yes,2,Adaptive Frame,Tubes,Frames,Frames,,,67.0,6.0,,50.0,,,,,,,46.0,,46.0,7.0,,74.0,40.0,120.0,,48.0,,34.0,13.0,Confined Launch,Quick Launch,Smart Drift Control,,,,,,,,,,,Moving Target,,,,,,,,,,,,,Auto-Loading Holster,,,,,,,,,,,,,,,,,,,,,,,,,
3886416794,Submission,Submission (S16),Submachine Gun,Kinetic,Legendary,Kinetic,0,999999,No,16,Lightweight Frame,Barrels,Magazines,Frames,Frames,,58.0,27.0,,,,,,,,,70.0,15.0,65.0,37.0,29.0,100.0,29.0,900.0,,45.0,,,15.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Overflow,Turnabout,Subsistence,Steady Hands,Sleight of Hand,Perpetual Motion,Encore,,,,,,,Frenzy,Killing Wind,Thresh,Bait and Switch,Demolitionist,Swashbuckler,Harmony,,,,,,
3889907763,Royal Dispensation II,Royal Dispensation II (S01),Submachine Gun,Energy,Legendary,Arc,0,1060,Yes,1,Adaptive Frame,Scopes,Magazines,Frames,,,45.0,12.0,,,,,,,,,59.0,20.0,40.0,33.0,37.0,90.0,49.0,900.0,,49.0,,,13.0,SLO-21 Post,SLO-10 Post,SPO-28 Front,,,,,,,,,,,High-Caliber Rounds,Steady Rounds,,,,,,,,,,,,Grave Robber,,,,,,,,,,,,,,,,,,,,,,,,,
3890055324,Targeted Redaction,Targeted Redaction (S21),Hand Cannon,Energy,Legendary,Void,0,999999,No,21,Aggressive Frame,Barrels,Magazines,Frames,Frames,,60.0,15.0,,,,,,,,,26.0,92.0,49.0,8.0,56.0,99.0,25.0,120.0,,23.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Well-Rounded,Triple Tap,Outlaw,Invisible Hand,Envious Assassin,Shot Swap,Perfect Float,,,,,,,Keep Away,Collective Action,Destabilizing Rounds,Focused Fury,Explosive Payload,Harmony,Frenzy,,,,,,
3890960908,The Guiding Sight,The Guiding Sight (S01),Scout Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,1,High-Impact Frame,Scopes,Magazines,Frames,,,30.0,10.0,,,,,,,,,27.0,67.0,40.0,13.0,65.0,75.0,36.0,150.0,,24.0,,,21.0,Cleanshot IS,Red Dot 2 MOA,Rifle Scope ST,,,,,,,,,,,Tactical Mag,Armor-Piercing Rounds,,,,,,,,,,,,Pulse Monitor,,,,,,,,,,,,,,,,,,,,,,,,,
3899270607,The Colony,The Colony (S02),Grenade Launcher,Power,Exotic,Void,0,999999,No,2,Insectoid Robot Grenades,Tubes,Magazines,Frames,Stocks,,60.0,24.0,,30.0,,,,,,,80.0,,70.0,7.0,,80.0,60.0,140.0,,80.0,,20.0,13.0,Linear Compensator,,,,,,,,,,,,,High-Velocity Rounds,,,,,,,,,,,,,Serve the Colony,,,,,,,,,,,,,Composite Stock,,,,,,,,,,,,
3904516037,Midha's Reckoning (Harrowed),Midha's Reckoning (Harrowed) (S18),Fusion Rifle,Energy,Legendary,Arc,0,999999,No,18,High-Impact Frame,Barrels,Batteries,Frames,Frames,,68.0,8.0,,,,960.0,,,,,19.0,95.0,28.0,5.0,52.0,78.0,18.0,,,22.0,,,15.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,,,,,,,,Hip-Fire Grip,Cornered,Field Prep,Well-Rounded,Backup Plan,Pugilist,Unrelenting,,,,,,,Surrounded,Kickstart,Tap the Trigger,Golden Tricorn,Vorpal Weapon,Successful Warm-Up,Reservoir Burst,,,,,,
3906357376,Madrugada SR2,Madrugada SR2 (S04),Scout Rifle,Energy,Rare,Solar,0,999999,No,4,Lightweight Frame,Scopes,Magazines,Frames,,,66.0,,,,,,,,,,61.0,60.0,47.0,15.0,27.0,46.0,53.0,200.0,,32.0,,,20.0,Candle PS,Impulse MS3,,,,,,,,,,,,Alloy Magazine,,,,,,,,,,,,,Explosive Payload,,,,,,,,,,,,,,,,,,,,,,,,,
3906357377,Trax Lysis II,Trax Lysis II (S04),Scout Rifle,Kinetic,Rare,Kinetic,0,999999,No,4,High-Impact Frame,Scopes,Magazines,Frames,,,27.0,,,,,,,,,,21.0,67.0,48.0,11.0,62.0,67.0,29.0,150.0,,15.0,,,21.0,Focus Lens FLS2,Quickdraw IS,,,,,,,,,,,,Steady Rounds,,,,,,,,,,,,,Full Auto Trigger System,,,,,,,,,,,,,,,,,,,,,,,,,
3906357378,Black Tiger-2sr,Black Tiger-2sr (S04),Scout Rifle,Energy,Rare,Arc,0,999999,No,4,VEIST Rapid-Fire,Barrels,Magazines,Frames,,,57.0,,,,,,,,,,27.0,45.0,48.0,16.0,20.0,55.0,35.0,260.0,,37.0,,,20.0,Corkscrew Rifling,Extended Barrel,,,,,,,,,,,,Armor-Piercing Rounds,,,,,,,,,,,,,Zen Moment,,,,,,,,,,,,,,,,,,,,,,,,,
3906357379,Armillary PSu,Armillary PSu (S04),Scout Rifle,Kinetic,Rare,Kinetic,0,999999,No,4,Precision Frame,Scopes,Magazines,Frames,,,62.0,,,,,,,,,,43.0,62.0,44.0,16.0,31.0,50.0,36.0,180.0,,34.0,,,20.0,Red Dot-OAS,Focus Lens FLS2,,,,,,,,,,,,High-Caliber Rounds,,,,,,,,,,,,,Quickdraw,,,,,,,,,,,,,,,,,,,,,,,,,
3906942101,Conspirator,Conspirator (S01),Scout Rifle,Energy,Legendary,Solar,0,1060,Yes,1,Lightweight Frame,Barrels,Frames,Frames,,,71.0,10.0,,,,,,,,,64.0,60.0,52.0,16.0,37.0,55.0,56.0,200.0,,39.0,,,20.0,Smallbore,Polygonal Rifling,Extended Barrel,,,,,,,,,,,Full Auto Trigger System,Ambitious Assassin,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,,,,,,,,,,,,,
3907337522,Oxygen SR3,Oxygen SR3 (S06),Scout Rifle,Energy,Legendary,Solar,0,1060,Yes,6,Precision Frame,Barrels,Magazines,Frames,Frames,,67.0,10.0,,,,,,,,,41.0,62.0,54.0,16.0,44.0,60.0,44.0,180.0,,45.0,,,20.0,Polygonal Rifling,,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,,Dragonfly,,,,,,,,,,,,,Meganeura,,,,,,,,,,,,
3909683950,Man o' War,Man o' War (S01),Linear Fusion Rifle,Power,Legendary,Solar,0,1060,Yes,1,Precision Frame,Barrels,Batteries,Frames,,,61.0,6.0,,,,533.0,,,,,22.0,41.0,35.0,5.0,50.0,60.0,20.0,,,41.0,,,25.0,Fluted Barrel,Polygonal Rifling,Corkscrew Rifling,,,,,,,,,,,Projection Fuse,Accelerated Coils,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
3915197957,Wendigo GL3 (Adept),Wendigo GL3 (Adept) (S20),Grenade Launcher,Power,Legendary,Arc,0,999999,No,20,Adaptive Frame,Tubes,Magazines,Frames,Frames,,66.0,16.0,,50.0,,,,,,,41.0,,43.0,6.0,,78.0,46.0,120.0,,38.0,,29.0,13.0,Volatile Launch,Confined Launch,Countermass,Hard Launch,Linear Compensator,Quick Launch,Smart Drift Control,,,,,,,Proximity Grenades,Spike Grenades,Alloy Casing,Augmented Drum,High-Explosive Ordnance,High-Velocity Rounds,Mini Frags,,,,,,,Auto-Loading Holster,Field Prep,Chain Reaction,Impulse Amplifier,Clown Cartridge,Steady Hands,,,,,,,,Explosive Light,Rangefinder,Full Court,Frenzy,Cascade Point,Golden Tricorn,,,,,,,
3920310144,Volta Bracket,Volta Bracket (S20),Sniper Rifle,Kinetic,Legendary,Strand,0,999999,No,20,Aggressive Frame,Barrels,Magazines,Frames,Frames,,43.0,3.0,,,,,,,,,24.0,90.0,28.0,3.0,72.0,76.0,28.0,72.0,,23.0,,,50.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Shoot to Loot,Subsistence,Firmly Planted,Perfect Float,Triple Tap,Envious Assassin,Keep Away,,,,,,,Under Pressure,Cascade Point,Hatchling,Eye of the Storm,Explosive Payload,Opening Shot,Firing Line,,,,,,
3920811074,Medley-45,Medley-45 (S02),Auto Rifle,Energy,Legendary,Solar,0,1060,Yes,2,Adaptive Frame,Scopes,Magazines,Frames,,,62.0,10.0,,,,,,,,,47.0,21.0,53.0,45.0,49.0,73.0,34.0,600.0,,41.0,,,16.0,SLO-10 Post,SPO-26 Front,SRO-37 Ocular,,,,,,,,,,,Flared Magwell,Appended Mag,,,,,,,,,,,,Firmly Planted,,,,,,,,,,,,,,,,,,,,,,,,,
3920882229,Exalted Truth (Adept),Exalted Truth (Adept) (S19),Hand Cannon,Energy,Legendary,Void,0,999999,No,19,Adaptive Frame,Barrels,Magazines,Frames,Frames,,72.0,22.0,,,,,,,,,55.0,84.0,58.0,11.0,50.0,95.0,47.0,140.0,,58.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Under-Over,Outlaw,Rangefinder,Shot Swap,Perfect Float,Slickdraw,Killing Wind,,,,,,,Gutshot Straight,Repulsor Brace,Rampage,Kill Clip,Encore,Frenzy,Eye of the Storm,,,,,,
3924212056,Loud Lullaby,Loud Lullaby (S08),Hand Cannon,Kinetic,Legendary,Kinetic,1,999999,No,8,Aggressive Frame,Barrels,Magazines,Frames,Frames,,60.0,10.0,,,,,,,,,24.0,92.0,48.0,8.0,53.0,98.0,23.0,120.0,,17.0,,,14.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Subsistence,No Distractions,Tunnel Vision,Surplus,Slideshot,Heating Up,Moving Target,,,,,,,Explosive Payload,Frenzy,Adrenaline Junkie,Osmosis,Eye of the Storm,Kill Clip,Wellspring,,,,,,
3929685100,The Deicide,The Deicide (S02),Shotgun,Energy,Legendary,Void,0,1060,Yes,2,Rapid-Fire Frame,Barrels,Magazines,Frames,,,64.0,2.0,,,,,,,,,38.0,65.0,51.0,7.0,27.0,62.0,63.0,140.0,,27.0,,,12.0,Full Choke,Fluted Barrel,Smallbore,,,,,,,,,,,Steady Rounds,Flared Magwell,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
3937866388,Seventh Seraph SI-2,Seventh Seraph SI-2 (S10),Sidearm,Energy,Legendary,Void,0,999999,No,10,Lightweight Frame,Barrels,Magazines,Frames,Frames,,68.0,12.0,,,,,,,,,66.0,43.0,31.0,15.0,15.0,95.0,47.0,360.0,,36.0,,,12.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Auto-Loading Holster,Field Prep,Hip-Fire Grip,Full Auto Trigger System,Threat Detector,Demolitionist,,,,,,,,Dragonfly,Surrounded,Vorpal Weapon,Elemental Capacitor,Snapshot Sights,Zen Moment,,,,,,,
3950088638,Motion to Suppress,Motion to Suppress (S03),Submachine Gun,Kinetic,Legendary,Kinetic,0,1060,Yes,3,Lightweight Frame,Magazines,Frames,Frames,,,58.0,12.0,,,,,,,,,69.0,15.0,68.0,31.0,34.0,98.0,31.0,900.0,,48.0,,,13.0,Swap Mag,Ricochet Rounds,High-Caliber Rounds,,,,,,,,,,,Slideways,Dynamic Sway Reduction,,,,,,,,,,,,Zen Moment,,,,,,,,,,,,,,,,,,,,,,,,,
3954531357,Mob Justice,Mob Justice (S01),Submachine Gun,Energy,Legendary,Solar,0,1060,Yes,1,Adaptive Frame,Barrels,Frames,Frames,,,47.0,12.0,,,,,,,,,54.0,20.0,40.0,34.0,40.0,80.0,50.0,900.0,,38.0,,,13.0,Fluted Barrel,Full Bore,Chambered Compensator,,,,,,,,,,,Pulse Monitor,Ambitious Assassin,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
3957603605,Wrong Side of Right,Wrong Side of Right (S04),Scout Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,4,High-Impact Frame,Scopes,Magazines,Frames,Frames,,39.0,10.0,,,,,,,,,20.0,67.0,50.0,13.0,60.0,70.0,25.0,150.0,,20.0,,,21.0,Devil Scope D2,Dusk Scope D2,Wolf Sight W1,King Sight K1,Dusk Sight D1,Wolf Dot W2,King Dot K2,Dusk Dot D1,,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Hip-Fire Grip,Outlaw,Auto-Loading Holster,Full Auto Trigger System,Moving Target,Opening Shot,,,,,,,,Explosive Payload,Threat Detector,Firmly Planted,Triple Tap,Zen Moment,Rampage,,,,,,,
3967155859,The Last Dance,The Last Dance (S01),Sidearm,Energy,Legendary,Solar,0,1060,Yes,1,Omolon Adaptive Frame,Scopes,Magazines,Frames,,,70.0,12.0,,,,,,,,,52.0,75.0,45.0,27.0,29.0,97.0,28.0,491.0,,84.0,,,12.0,Target SAS,Tactic SAS,,,,,,,,,,,,Extended Mag,Armor-Piercing Rounds,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
3969066556,Midha's Reckoning,Midha's Reckoning (S18),Fusion Rifle,Energy,Legendary,Arc,0,999999,No,18,High-Impact Frame,Barrels,Batteries,Frames,Frames,,68.0,8.0,,,,960.0,,,,,19.0,95.0,28.0,5.0,52.0,78.0,18.0,,,22.0,,,15.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,,,,,,,,Hip-Fire Grip,Cornered,Field Prep,Well-Rounded,Backup Plan,Pugilist,Unrelenting,,,,,,,Surrounded,Kickstart,Tap the Trigger,Golden Tricorn,Vorpal Weapon,Successful Warm-Up,Reservoir Burst,,,,,,
